item_id,order_id,product_id,product_name,category,quantity,unit_price,line_total,discount_pct,discount_amount,final_price
ITEM00000038,ORD000014,P0185,Fortune Mustard Oil 1L,"Masala, Oil & More",2,185,370,0,0.0,370.0
ITEM00000039,ORD000014,P0234,Good Knight Activ+ Refill 45ml,Cleaning & Household,1,115,115,0,0.0,115.0
ITEM00000040,ORD000015,P0267,Dettol Handwash Refill 750ml,Personal Care,1,145,145,0,0.0,145.0
ITEM00000041,ORD000015,P0077,Real Fruit Juice Mango 1L,Cold Drinks & Juices,1,130,130,0,0.0,130.0
ITEM00000042,ORD000015,P0070,Bisleri Water 2L,Cold Drinks & Juices,1,35,35,0,0.0,35.0
ITEM00000043,ORD000016,P0163,Brown Sugar 500g,"Atta, Rice & Dal",1,50,50,0,0.0,50.0
ITEM00000044,ORD000016,P0070,Bisleri Water 2L,Cold Drinks & Juices,1,35,35,0,0.0,35.0
ITEM00000045,ORD000016,P0023,Amul Kool Milk Drink 200ml,"Dairy, Bread & Eggs",1,20,20,0,0.0,20.0
ITEM00000046,ORD000016,P0078,Tropicana Orange 1L,Cold Drinks & Juices,2,145,290,0,0.0,290.0
ITEM00000047,ORD000017,P0052,Pomegranate 1pc,Fruits & Vegetables,1,85,85,0,0.0,85.0
ITEM00000048,ORD000017,P0158,Kabuli Chana 500g,"Atta, Rice & Dal",1,95,95,0,0.0,95.0
ITEM00000049,ORD000017,P0063,Pepsi 2L,Cold Drinks & Juices,3,90,270,0,0.0,270.0
ITEM00000050,ORD000017,P0020,Farm Fresh White Eggs 6 pcs,"Dairy, Bread & Eggs",2,48,96,0,0.0,96.0
ITEM00000051,ORD000018,P0021,Farm Fresh Brown Eggs 6 pcs,"Dairy, Bread & Eggs",1,60,60,0,0.0,60.0
ITEM00000052,ORD000019,P0053,Orange 500g,Fruits & Vegetables,1,50,50,5,2.5,47.5
ITEM00000053,ORD000019,P0107,Monaco Classic 200g,Snacks & Munchies,1,25,25,0,0.0,25.0
ITEM00000054,ORD000019,P0019,Nandini Paneer 200g,"Dairy, Bread & Eggs",1,85,85,0,0.0,85.0
ITEM00000055,ORD000019,P0139,Haldiram Moong Dal 200g,Breakfast & Instant Food,1,55,55,0,0.0,55.0
ITEM00000056,ORD000020,P0210,Bru Instant Coffee 50g,"Tea, Coffee & Health Drinks",1,175,175,0,0.0,175.0
ITEM00000057,ORD000020,P0177,Maggi Magic Cubes 40g,"Masala, Oil & More",1,20,20,0,0.0,20.0
ITEM00000058,ORD000020,P0166,Poha Thick 500g,"Atta, Rice & Dal",2,45,90,0,0.0,90.0
ITEM00000059,ORD000021,P0134,Kelloggs Corn Flakes 875g,Breakfast & Instant Food,1,340,340,0,0.0,340.0
ITEM00000060,ORD000021,P0125,Maggi Hot Heads 73g,Breakfast & Instant Food,1,25,25,0,0.0,25.0
ITEM00000061,ORD000021,P0205,Tata Tea Premium 1kg,"Tea, Coffee & Health Drinks",1,460,460,0,0.0,460.0
ITEM00000062,ORD000022,P0101,Parle G Biscuits 376g,Snacks & Munchies,2,40,80,0,0.0,80.0
ITEM00000063,ORD000022,P0097,Haldirams Aloo Bhujia 200g,Snacks & Munchies,2,50,100,0,0.0,100.0
ITEM00000064,ORD000023,P0186,KS Gingelly Oil 500ml,"Masala, Oil & More",1,200,200,0,0.0,200.0
ITEM00000065,ORD000023,P0250,Head & Shoulders 650ml,Personal Care,1,485,485,0,0.0,485.0
ITEM00000066,ORD000023,P0138,Bambino Vermicelli 175g,Breakfast & Instant Food,1,25,25,5,1.25,23.75
ITEM00000067,ORD000024,P0030,Onion 1kg,Fruits & Vegetables,1,35,35,5,1.75,33.25
ITEM00000068,ORD000025,P0140,McCain French Fries 420g,Breakfast & Instant Food,1,145,145,0,0.0,145.0
ITEM00000069,ORD000026,P0060,Coca Cola 750ml,Cold Drinks & Juices,3,40,120,0,0.0,120.0
ITEM00000070,ORD000026,P0022,Farm Fresh White Eggs 10 pcs,"Dairy, Bread & Eggs",1,75,75,0,0.0,75.0
ITEM00000071,ORD000027,P0098,Haldirams Moong Dal 200g,Snacks & Munchies,1,55,55,0,0.0,55.0
ITEM00000072,ORD000027,P0177,Maggi Magic Cubes 40g,"Masala, Oil & More",1,20,20,0,0.0,20.0
ITEM00000073,ORD000028,P0232,Rin Detergent Bar 250g,Cleaning & Household,2,35,70,0,0.0,70.0
ITEM00000074,ORD000028,P0060,Coca Cola 750ml,Cold Drinks & Juices,2,40,80,0,0.0,80.0
ITEM00000075,ORD000028,P0169,MDH Garam Masala 100g,"Masala, Oil & More",1,90,90,0,0.0,90.0
ITEM00000076,ORD000028,P0058,Mango (Seasonal),Fruits & Vegetables,1,120,120,0,0.0,120.0
ITEM00000077,ORD000029,P0076,Real Fruit Juice Mixed Fruit 1L,Cold Drinks & Juices,1,130,130,0,0.0,130.0
ITEM00000078,ORD000029,P0050,Banana Robusta 6pcs,Fruits & Vegetables,1,35,35,10,3.5,31.5
ITEM00000079,ORD000029,P0173,Everest Coriander Powder 200g,"Masala, Oil & More",1,65,65,0,0.0,65.0
ITEM00000080,ORD000029,P0167,Sabudana 500g,"Atta, Rice & Dal",1,75,75,0,0.0,75.0
ITEM00000081,ORD000030,P0072,Aquafina Water 1L,Cold Drinks & Juices,1,20,20,0,0.0,20.0
ITEM00000082,ORD000030,P0125,Maggi Hot Heads 73g,Breakfast & Instant Food,1,25,25,5,1.25,23.75
ITEM00000083,ORD000030,P0091,Lays American Style Cream & Onion 50g,Snacks & Munchies,2,20,40,0,0.0,40.0
ITEM00000084,ORD000030,P0112,Snickers 50g,Snacks & Munchies,1,40,40,0,0.0,40.0
ITEM00000085,ORD000031,P0209,Nescafe Classic 50g,"Tea, Coffee & Health Drinks",2,215,430,0,0.0,430.0
ITEM00000086,ORD000031,P0215,Complan Chocolate 500g,"Tea, Coffee & Health Drinks",1,360,360,0,0.0,360.0
ITEM00000087,ORD000031,P0089,Lays Classic Salted 50g,Snacks & Munchies,1,20,20,0,0.0,20.0
ITEM00000088,ORD000032,P0114,Too Yumm Veggie Stix 56g,Snacks & Munchies,1,35,35,0,0.0,35.0
ITEM00000089,ORD000032,P0226,Domex Toilet Cleaner 1L,Cleaning & Household,1,135,135,0,0.0,135.0
ITEM00000090,ORD000032,P0193,Kissan Mixed Fruit Jam 500g,Sauces & Spreads,1,140,140,0,0.0,140.0
ITEM00000091,ORD000032,P0063,Pepsi 2L,Cold Drinks & Juices,1,90,90,0,0.0,90.0
ITEM00000092,ORD000032,P0002,Amul Taaza Toned Milk 1L,"Dairy, Bread & Eggs",2,56,112,0,0.0,112.0
ITEM00000093,ORD000033,P0279,Huggies Diapers S 22pc,Baby Care,1,485,485,0,0.0,485.0
ITEM00000094,ORD000033,P0144,Fortune Chakki Fresh Atta 5kg,"Atta, Rice & Dal",1,235,235,0,0.0,235.0
ITEM00000095,ORD000033,P0045,Ladies Finger 500g,Fruits & Vegetables,1,40,40,0,0.0,40.0
ITEM00000096,ORD000033,P0100,Bikaji Bhujia 200g,Snacks & Munchies,1,48,48,0,0.0,48.0
ITEM00000097,ORD000034,P0191,Dalda Vanaspati 1L,"Masala, Oil & More",1,200,200,0,0.0,200.0
ITEM00000098,ORD000034,P0075,Monster Energy Drink 500ml,Cold Drinks & Juices,1,150,150,0,0.0,150.0
ITEM00000099,ORD000034,P0021,Farm Fresh Brown Eggs 6 pcs,"Dairy, Bread & Eggs",1,60,60,0,0.0,60.0
ITEM00000100,ORD000034,P0180,Maggi Hot & Sweet Sauce 1kg,"Masala, Oil & More",1,140,140,0,0.0,140.0
ITEM00000101,ORD000034,P0237,Hit Cockroach Killer 625ml,Cleaning & Household,1,245,245,10,24.5,220.5
ITEM00000102,ORD000035,P0187,Parachute Coconut Oil 500ml,"Masala, Oil & More",1,195,195,10,19.5,175.5
ITEM00000103,ORD000035,P0004,Amul Gold Full Cream Milk 1L,"Dairy, Bread & Eggs",1,64,64,0,0.0,64.0
ITEM00000104,ORD000035,P0024,Amul Lassi 200ml,"Dairy, Bread & Eggs",2,25,50,0,0.0,50.0
ITEM00000105,ORD000035,P0220,Lipton Green Tea 25 Bags,"Tea, Coffee & Health Drinks",1,125,125,0,0.0,125.0
ITEM00000106,ORD000035,P0237,Hit Cockroach Killer 625ml,Cleaning & Household,1,245,245,0,0.0,245.0
ITEM00000107,ORD000035,P0251,Sunsilk Shampoo 650ml,Personal Care,1,295,295,0,0.0,295.0
ITEM00000108,ORD000036,P0065,Thumbs Up 750ml,Cold Drinks & Juices,1,40,40,10,4.0,36.0
ITEM00000109,ORD000036,P0057,Grapes Green 500g,Fruits & Vegetables,1,90,90,0,0.0,90.0
ITEM00000110,ORD000036,P0209,Nescafe Classic 50g,"Tea, Coffee & Health Drinks",1,215,215,0,0.0,215.0
ITEM00000111,ORD000036,P0078,Tropicana Orange 1L,Cold Drinks & Juices,2,145,290,0,0.0,290.0
ITEM00000112,ORD000036,P0117,Maggi Masala Noodles 70g,Breakfast & Instant Food,1,14,14,0,0.0,14.0
ITEM00000113,ORD000037,P0191,Dalda Vanaspati 1L,"Masala, Oil & More",1,200,200,0,0.0,200.0
ITEM00000114,ORD000037,P0019,Nandini Paneer 200g,"Dairy, Bread & Eggs",1,85,85,0,0.0,85.0
ITEM00000115,ORD000037,P0040,Beans 500g,Fruits & Vegetables,1,45,45,0,0.0,45.0
ITEM00000116,ORD000037,P0100,Bikaji Bhujia 200g,Snacks & Munchies,1,48,48,5,2.4,45.6
ITEM00000117,ORD000037,P0020,Farm Fresh White Eggs 6 pcs,"Dairy, Bread & Eggs",2,48,96,10,9.6,86.4
ITEM00000118,ORD000038,P0101,Parle G Biscuits 376g,Snacks & Munchies,1,40,40,0,0.0,40.0
ITEM00000119,ORD000039,P0199,Veeba Sandwich Spread 275g,Sauces & Spreads,1,90,90,0,0.0,90.0
ITEM00000120,ORD000039,P0043,Cauliflower 1pc,Fruits & Vegetables,1,40,40,10,4.0,36.0
ITEM00000121,ORD000039,P0010,Nestle Dahi 400g,"Dairy, Bread & Eggs",1,35,35,0,0.0,35.0
ITEM00000122,ORD000039,P0255,Sensodyne Toothpaste 150g,Personal Care,1,265,265,0,0.0,265.0
ITEM00000123,ORD000039,P0239,Savlon Handwash 750ml,Cleaning & Household,1,135,135,0,0.0,135.0
ITEM00000124,ORD000040,P0127,MTR Idli Mix 500g,Breakfast & Instant Food,1,75,75,0,0.0,75.0
ITEM00000125,ORD000040,P0191,Dalda Vanaspati 1L,"Masala, Oil & More",1,200,200,0,0.0,200.0
ITEM00000126,ORD000041,P0143,Aashirvaad Atta 10kg,"Atta, Rice & Dal",1,475,475,0,0.0,475.0
ITEM00000127,ORD000041,P0169,MDH Garam Masala 100g,"Masala, Oil & More",1,90,90,0,0.0,90.0
ITEM00000128,ORD000041,P0281,Johnson Baby Soap 100g,Baby Care,1,55,55,0,0.0,55.0
ITEM00000129,ORD000042,P0174,Catch Cumin Powder 100g,"Masala, Oil & More",2,70,140,0,0.0,140.0
ITEM00000130,ORD000042,P0015,Britannia Cheese Slices 200g,"Dairy, Bread & Eggs",1,125,125,0,0.0,125.0
ITEM00000131,ORD000042,P0047,Radish White 500g,Fruits & Vegetables,1,30,30,0,0.0,30.0
ITEM00000132,ORD000042,P0154,Tata Sampann Chana Dal 1kg,"Atta, Rice & Dal",1,155,155,5,7.75,147.25
ITEM00000133,ORD000043,P0089,Lays Classic Salted 50g,Snacks & Munchies,1,20,20,0,0.0,20.0
ITEM00000134,ORD000043,P0160,Tata Salt Lite 1kg,"Atta, Rice & Dal",1,52,52,0,0.0,52.0
ITEM00000135,ORD000043,P0022,Farm Fresh White Eggs 10 pcs,"Dairy, Bread & Eggs",1,75,75,0,0.0,75.0
ITEM00000136,ORD000044,P0126,Pasta Treat Penne 500g,Breakfast & Instant Food,1,85,85,0,0.0,85.0
ITEM00000137,ORD000044,P0221,Vim Dishwash Gel 750ml,Cleaning & Household,1,95,95,0,0.0,95.0
ITEM00000138,ORD000044,P0038,Lemon 250g (4-5pcs),Fruits & Vegetables,1,25,25,0,0.0,25.0
ITEM00000139,ORD000045,P0115,Act II Popcorn Butter 60g,Snacks & Munchies,1,50,50,0,0.0,50.0
ITEM00000140,ORD000045,P0016,Amul Processed Cheese Block 200g,"Dairy, Bread & Eggs",3,110,330,10,33.0,297.0
ITEM00000141,ORD000046,P0010,Nestle Dahi 400g,"Dairy, Bread & Eggs",2,35,70,0,0.0,70.0
ITEM00000142,ORD000046,P0048,Bottle Gourd 1pc,Fruits & Vegetables,1,35,35,0,0.0,35.0
ITEM00000143,ORD000046,P0171,Everest Turmeric Powder 200g,"Masala, Oil & More",1,95,95,0,0.0,95.0
ITEM00000144,ORD000047,P0170,MDH Chana Masala 100g,"Masala, Oil & More",1,85,85,0,0.0,85.0
ITEM00000145,ORD000047,P0078,Tropicana Orange 1L,Cold Drinks & Juices,1,145,145,0,0.0,145.0
ITEM00000146,ORD000047,P0242,Dettol Soap 125g (4 pack),Personal Care,1,145,145,0,0.0,145.0
ITEM00000147,ORD000047,P0101,Parle G Biscuits 376g,Snacks & Munchies,1,40,40,0,0.0,40.0
ITEM00000148,ORD000048,P0066,Fanta 750ml,Cold Drinks & Juices,1,40,40,0,0.0,40.0
ITEM00000149,ORD000048,P0208,Society Tea 1kg,"Tea, Coffee & Health Drinks",2,380,760,0,0.0,760.0
ITEM00000150,ORD000048,P0230,Tide Plus 2kg,Cleaning & Household,1,285,285,0,0.0,285.0
ITEM00000151,ORD000048,P0018,Amul Fresh Paneer 200g,"Dairy, Bread & Eggs",2,90,180,0,0.0,180.0
ITEM00000152,ORD000049,P0053,Orange 500g,Fruits & Vegetables,1,50,50,0,0.0,50.0
ITEM00000153,ORD000049,P0102,Britannia Good Day Butter 600g,Snacks & Munchies,1,80,80,0,0.0,80.0
ITEM00000154,ORD000050,P0215,Complan Chocolate 500g,"Tea, Coffee & Health Drinks",1,360,360,0,0.0,360.0
ITEM00000155,ORD000050,P0031,Tomato 1kg,Fruits & Vegetables,1,45,45,5,2.25,42.75
ITEM00000156,ORD000050,P0167,Sabudana 500g,"Atta, Rice & Dal",1,75,75,0,0.0,75.0
ITEM00000157,ORD000050,P0066,Fanta 750ml,Cold Drinks & Juices,1,40,40,0,0.0,40.0
ITEM00000158,ORD000050,P0175,Catch Chat Masala 100g,"Masala, Oil & More",1,60,60,0,0.0,60.0
ITEM00000159,ORD000050,P0251,Sunsilk Shampoo 650ml,Personal Care,1,295,295,0,0.0,295.0
ITEM00000160,ORD000050,P0005,Heritage Fresh Milk 500ml,"Dairy, Bread & Eggs",1,30,30,0,0.0,30.0
ITEM00000161,ORD000051,P0248,Pantene Shampoo 650ml,Personal Care,1,385,385,0,0.0,385.0
ITEM00000162,ORD000051,P0258,Gillette Mach 3 Razor,Personal Care,1,285,285,0,0.0,285.0
ITEM00000163,ORD000051,P0082,Frooti Mango Drink 1.2L,Cold Drinks & Juices,1,60,60,0,0.0,60.0
ITEM00000164,ORD000052,P0064,Sprite 750ml,Cold Drinks & Juices,2,40,80,0,0.0,80.0
ITEM00000165,ORD000052,P0108,Parle 20-20 Cashew Cookies 400g,Snacks & Munchies,1,55,55,10,5.5,49.5
ITEM00000166,ORD000052,P0104,Sunfeast Dark Fantasy 300g,Snacks & Munchies,1,110,110,5,5.5,104.5
ITEM00000167,ORD000053,P0037,Curry Leaves 100g,Fruits & Vegetables,1,20,20,10,2.0,18.0
ITEM00000168,ORD000053,P0051,Apple Shimla 4pcs,Fruits & Vegetables,1,140,140,0,0.0,140.0
ITEM00000169,ORD000053,P0003,Amul Gold Full Cream Milk 500ml,"Dairy, Bread & Eggs",1,32,32,0,0.0,32.0
ITEM00000170,ORD000053,P0209,Nescafe Classic 50g,"Tea, Coffee & Health Drinks",1,215,215,5,10.75,204.25
ITEM00000171,ORD000053,P0112,Snickers 50g,Snacks & Munchies,1,40,40,0,0.0,40.0
ITEM00000172,ORD000054,P0051,Apple Shimla 4pcs,Fruits & Vegetables,1,140,140,0,0.0,140.0
ITEM00000173,ORD000054,P0011,Amul Salted Butter 100g,"Dairy, Bread & Eggs",2,56,112,0,0.0,112.0
ITEM00000174,ORD000054,P0204,Tata Tea Gold 1kg,"Tea, Coffee & Health Drinks",1,490,490,0,0.0,490.0
ITEM00000175,ORD000054,P0091,Lays American Style Cream & Onion 50g,Snacks & Munchies,1,20,20,0,0.0,20.0
ITEM00000176,ORD000054,P0114,Too Yumm Veggie Stix 56g,Snacks & Munchies,1,35,35,0,0.0,35.0
ITEM00000177,ORD000054,P0049,Bitter Gourd 500g,Fruits & Vegetables,1,45,45,0,0.0,45.0
ITEM00000178,ORD000055,P0098,Haldirams Moong Dal 200g,Snacks & Munchies,1,55,55,0,0.0,55.0
ITEM00000179,ORD000055,P0178,Kissan Fresh Tomato Ketchup 900g,"Masala, Oil & More",2,120,240,0,0.0,240.0
ITEM00000180,ORD000055,P0043,Cauliflower 1pc,Fruits & Vegetables,1,40,40,5,2.0,38.0
ITEM00000181,ORD000055,P0160,Tata Salt Lite 1kg,"Atta, Rice & Dal",1,52,52,0,0.0,52.0
ITEM00000182,ORD000055,P0106,Hide & Seek 240g,Snacks & Munchies,1,50,50,5,2.5,47.5
ITEM00000183,ORD000055,P0039,Carrot 500g,Fruits & Vegetables,1,30,30,0,0.0,30.0
ITEM00000184,ORD000055,P0139,Haldiram Moong Dal 200g,Breakfast & Instant Food,1,55,55,0,0.0,55.0
ITEM00000185,ORD000056,P0289,Farex Baby Food 300g,Baby Care,1,175,175,5,8.75,166.25
ITEM00000186,ORD000056,P0100,Bikaji Bhujia 200g,Snacks & Munchies,1,48,48,10,4.8,43.2
ITEM00000187,ORD000056,P0171,Everest Turmeric Powder 200g,"Masala, Oil & More",1,95,95,0,0.0,95.0
ITEM00000188,ORD000056,P0222,Vim Dishwash Bar 600g,Cleaning & Household,1,55,55,0,0.0,55.0
ITEM00000189,ORD000056,P0083,Maaza Mango Drink 1.2L,Cold Drinks & Juices,1,60,60,0,0.0,60.0
ITEM00000190,ORD000056,P0211,Nescafe Sunrise Premium 50g,"Tea, Coffee & Health Drinks",1,145,145,0,0.0,145.0
ITEM00000191,ORD000056,P0210,Bru Instant Coffee 50g,"Tea, Coffee & Health Drinks",1,175,175,0,0.0,175.0
ITEM00000192,ORD000057,P0187,Parachute Coconut Oil 500ml,"Masala, Oil & More",2,195,390,5,19.5,370.5
ITEM00000193,ORD000057,P0118,Maggi Masala Noodles 280g (4pack),Breakfast & Instant Food,1,52,52,0,0.0,52.0
ITEM00000194,ORD000057,P0290,Himalaya Baby Wipes 72pc,Baby Care,1,165,165,0,0.0,165.0
ITEM00000195,ORD000058,P0008,Amul Masti Curd 400g,"Dairy, Bread & Eggs",3,32,96,0,0.0,96.0
ITEM00000196,ORD000058,P0101,Parle G Biscuits 376g,Snacks & Munchies,1,40,40,0,0.0,40.0
ITEM00000197,ORD000058,P0067,Mountain Dew 750ml,Cold Drinks & Juices,1,40,40,0,0.0,40.0
ITEM00000198,ORD000058,P0082,Frooti Mango Drink 1.2L,Cold Drinks & Juices,1,60,60,0,0.0,60.0
ITEM00000199,ORD000058,P0104,Sunfeast Dark Fantasy 300g,Snacks & Munchies,1,110,110,10,11.0,99.0
ITEM00000200,ORD000058,P0210,Bru Instant Coffee 50g,"Tea, Coffee & Health Drinks",1,175,175,0,0.0,175.0
ITEM00000201,ORD000058,P0096,Pringles Original 107g,Snacks & Munchies,1,130,130,0,0.0,130.0
ITEM00000202,ORD000059,P0061,Coca Cola 2.25L,Cold Drinks & Juices,1,95,95,0,0.0,95.0
ITEM00000203,ORD000059,P0046,Beetroot 500g,Fruits & Vegetables,1,35,35,0,0.0,35.0
ITEM00000204,ORD000060,P0242,Dettol Soap 125g (4 pack),Personal Care,2,145,290,0,0.0,290.0
ITEM00000205,ORD000060,P0216,Bournvita 500g,"Tea, Coffee & Health Drinks",2,250,500,0,0.0,500.0
ITEM00000206,ORD000060,P0049,Bitter Gourd 500g,Fruits & Vegetables,1,45,45,5,2.25,42.75
ITEM00000207,ORD000061,P0066,Fanta 750ml,Cold Drinks & Juices,2,40,80,0,0.0,80.0
ITEM00000208,ORD000061,P0142,Aashirvaad Atta 5kg,"Atta, Rice & Dal",1,240,240,0,0.0,240.0
ITEM00000209,ORD000061,P0196,Hersheys Chocolate Syrup 623g,Sauces & Spreads,1,325,325,0,0.0,325.0
ITEM00000210,ORD000062,P0114,Too Yumm Veggie Stix 56g,Snacks & Munchies,1,35,35,0,0.0,35.0
ITEM00000211,ORD000063,P0098,Haldirams Moong Dal 200g,Snacks & Munchies,1,55,55,0,0.0,55.0
ITEM00000212,ORD000063,P0023,Amul Kool Milk Drink 200ml,"Dairy, Bread & Eggs",1,20,20,0,0.0,20.0
ITEM00000213,ORD000063,P0186,KS Gingelly Oil 500ml,"Masala, Oil & More",1,200,200,0,0.0,200.0
ITEM00000214,ORD000063,P0134,Kelloggs Corn Flakes 875g,Breakfast & Instant Food,1,340,340,10,34.0,306.0
ITEM00000215,ORD000064,P0022,Farm Fresh White Eggs 10 pcs,"Dairy, Bread & Eggs",1,75,75,0,0.0,75.0
ITEM00000216,ORD000064,P0251,Sunsilk Shampoo 650ml,Personal Care,1,295,295,0,0.0,295.0
ITEM00000217,ORD000064,P0005,Heritage Fresh Milk 500ml,"Dairy, Bread & Eggs",1,30,30,0,0.0,30.0
ITEM00000218,ORD000065,P0241,Origami Tissues 100 Pulls,Cleaning & Household,1,45,45,0,0.0,45.0
ITEM00000219,ORD000065,P0133,Quaker Oats 1kg,Breakfast & Instant Food,1,185,185,5,9.25,175.75
ITEM00000220,ORD000065,P0186,KS Gingelly Oil 500ml,"Masala, Oil & More",1,200,200,0,0.0,200.0
ITEM00000221,ORD000065,P0148,Daawat Basmati Rice 1kg,"Atta, Rice & Dal",1,180,180,0,0.0,180.0
ITEM00000222,ORD000066,P0013,Britannia Butter 100g,"Dairy, Bread & Eggs",1,54,54,5,2.7,51.3
ITEM00000223,ORD000066,P0085,Paper Boat Jaljeera 250ml,Cold Drinks & Juices,1,40,40,5,2.0,38.0
ITEM00000224,ORD000066,P0056,Papaya 1pc,Fruits & Vegetables,1,45,45,0,0.0,45.0
ITEM00000225,ORD000067,P0039,Carrot 500g,Fruits & Vegetables,1,30,30,0,0.0,30.0
ITEM00000226,ORD000068,P0123,Knorr Chicken Soup 40g,Breakfast & Instant Food,2,35,70,0,0.0,70.0
ITEM00000227,ORD000069,P0274,Stayfree Secure XL 20 Pads,Personal Care,1,195,195,10,19.5,175.5
ITEM00000228,ORD000069,P0091,Lays American Style Cream & Onion 50g,Snacks & Munchies,1,20,20,0,0.0,20.0
ITEM00000229,ORD000070,P0046,Beetroot 500g,Fruits & Vegetables,1,35,35,0,0.0,35.0
ITEM00000230,ORD000071,P0022,Farm Fresh White Eggs 10 pcs,"Dairy, Bread & Eggs",1,75,75,0,0.0,75.0
ITEM00000231,ORD000071,P0047,Radish White 500g,Fruits & Vegetables,1,30,30,0,0.0,30.0
ITEM00000232,ORD000072,P0043,Cauliflower 1pc,Fruits & Vegetables,1,40,40,0,0.0,40.0
ITEM00000233,ORD000072,P0177,Maggi Magic Cubes 40g,"Masala, Oil & More",1,20,20,5,1.0,19.0
